FID,longitude,latitude,data_hora_gmt,satelite,municipio,estado,pais,geom
focos_ams_ontem_hoje_ref.0d1b818b-e328-349d-bccd-b17df7250faf,-79.46288,0.32699,2022-05-19T18:45:00,AQUA_M-T,Quinindé,Esmeraldas,Ecuador,POINT (0.32699 -79.46288)
focos_ams_ontem_hoje_ref.daed05c1-85c6-3310-a6a9-4b68adb12492,-79.39746,0.00129,2022-05-19T18:45:00,AQUA_M-T,No Delimitado,Santo Domingo de los Tsáchilas,Ecuador,POINT (0.00129 -79.39746)
focos_ams_ontem_hoje_ref.cca617f9-d596-3f4d-92d5-395fc87425b8,-79.4736,0.32545,2022-05-19T18:45:00,AQUA_M-T,Quinindé,Esmeraldas,Ecuador,POINT (0.32545 -79.4736)
focos_ams_ontem_hoje_ref.c1821f88-04a9-3669-b701-7fda924025ed,-79.76167,-6.30398,2022-05-19T18:43:00,AQUA_M-T,Lambayeque,Lambayeque,Peru,POINT (-6.30398 -79.76167)
focos_ams_ontem_hoje_ref.3a5d70be-ba3d-31bf-8b9f-9893faf887e8,-79.77557,-6.30584,2022-05-19T18:43:00,AQUA_M-T,Lambayeque,Lambayeque,Peru,POINT (-6.30584 -79.77557)
focos_ams_ontem_hoje_ref.b40da253-9827-3852-a402-b8baf7ba4d02,-79.76875,-6.30238,2022-05-19T18:43:00,AQUA_M-T,Lambayeque,Lambayeque,Peru,POINT (-6.30238 -79.76875)
focos_ams_ontem_hoje_ref.c1725cf8-2866-3ce8-9d3b-2932b2e1e6a8,-79.46272,-1.43989,2022-05-19T18:43:00,AQUA_M-T,Ventanas,Los Rios,Ecuador,POINT (-1.43989 -79.46272)
focos_ams_ontem_hoje_ref.17f8fc96-4a68-3a07-a704-c60f43807624,-74.84013,-8.58213,2022-05-19T18:41:00,AQUA_M-T,Coronel Portillo,Ucayali,Peru,POINT (-8.58213 -74.84013)
focos_ams_ontem_hoje_ref.2c76fb10-d908-3bb1-a7fa-54ba4df05c4b,-75.88187,-12.39691,2022-05-19T18:41:00,AQUA_M-T,Yauyos,Lima,Peru,POINT (-12.39691 -75.88187)
focos_ams_ontem_hoje_ref.f2f89b64-d1c2-3fc5-a6ec-acc5f494dd9b,-74.84781,-8.59238,2022-05-19T18:41:00,AQUA_M-T,Coronel Portillo,Ucayali,Peru,POINT (-8.59238 -74.84781)
focos_ams_ontem_hoje_ref.9a78ff40-2e1e-3ef7-ac78-3ee2e0bf6b1f,-74.84913,-8.58343,2022-05-19T18:41:00,AQUA_M-T,Coronel Portillo,Ucayali,Peru,POINT (-8.58343 -74.84913)
focos_ams_ontem_hoje_ref.829bfbc1-ed03-35d0-9648-f4b36255f589,-79.48849,-7.23918,2022-05-19T18:41:00,AQUA_M-T,Pacasmayo,La Libertad,Peru,POINT (-7.23918 -79.48849)
focos_ams_ontem_hoje_ref.46377e5c-0da0-318f-8fac-a00630368dc9,-79.48397,-7.38837,2022-05-19T18:41:00,AQUA_M-T,Pacasmayo,La Libertad,Peru,POINT (-7.38837 -79.48397)
focos_ams_ontem_hoje_ref.ba5e1a51-6c2f-35b3-a1b0-91024e77126a,-62.45992,-21.88029,2022-05-19T18:38:00,AQUA_M-T,Doctor Pedro P. Peña,Boquerón,Paraguay,POINT (-21.88029 -62.45992)
focos_ams_ontem_hoje_ref.b0f32120-1717-39ab-ac17-b2756ae172c6,-63.87506,-15.71178,2022-05-19T18:38:00,AQUA_M-T,Marbán,El Beni,Bolivia,POINT (-15.71178 -63.87506)
focos_ams_ontem_hoje_ref.ba08a705-b55b-345b-ae37-1d43c083d9f0,-64.30724,-14.72773,2022-05-19T18:38:00,AQUA_M-T,Cercado,El Beni,Bolivia,POINT (-14.72773 -64.30724)
focos_ams_ontem_hoje_ref.f561140a-07d7-39c2-893d-2c3fcf575d39,-62.45669,-21.87439,2022-05-19T18:38:00,AQUA_M-T,Doctor Pedro P. Peña,Boquerón,Paraguay,POINT (-21.87439 -62.45669)
focos_ams_ontem_hoje_ref.36ff5012-d3aa-3857-9d2f-ce9e657539d4,-66.92825,-13.42668,2022-05-19T18:38:00,AQUA_M-T,José Ballivián,El Beni,Bolivia,POINT (-13.42668 -66.92825)
focos_ams_ontem_hoje_ref.c6107ade-168a-3d0e-ac71-399061a37c16,-64.3138,-14.73296,2022-05-19T18:38:00,AQUA_M-T,Cercado,El Beni,Bolivia,POINT (-14.73296 -64.3138)
focos_ams_ontem_hoje_ref.82322dff-0ca6-3230-a3d6-79a1a93fd5c4,-63.86891,-15.71917,2022-05-19T18:38:00,AQUA_M-T,Marbán,El Beni,Bolivia,POINT (-15.71917 -63.86891)
focos_ams_ontem_hoje_ref.7100f411-0cea-3e27-9279-e882cc9f8aa6,-63.87786,-25.94718,2022-05-19T18:36:00,AQUA_M-T,Pellegrini,Santiago del Estero,Argentina,POINT (-25.94718 -63.87786)
focos_ams_ontem_hoje_ref.576c9280-785f-335f-a63b-5ce6b982c9ae,-62.9107,-25.02469,2022-05-19T18:36:00,AQUA_M-T,Rivadavia,Salta,Argentina,POINT (-25.02469 -62.9107)
focos_ams_ontem_hoje_ref.d5fc12c3-cc9d-37bc-aab9-69d4188b61ad,-62.88496,-25.01942,2022-05-19T18:36:00,AQUA_M-T,Rivadavia,Salta,Argentina,POINT (-25.01942 -62.88496)
focos_ams_ontem_hoje_ref.957f0a1b-d1fb-35c0-9e25-a07dc43fe47a,-62.89368,-25.01472,2022-05-19T18:36:00,AQUA_M-T,Rivadavia,Salta,Argentina,POINT (-25.01472 -62.89368)
focos_ams_ontem_hoje_ref.08fc6c83-376d-3cff-b0a5-b8c6de0a14fa,-62.91413,-25.01086,2022-05-19T18:36:00,AQUA_M-T,Rivadavia,Salta,Argentina,POINT (-25.01086 -62.91413)
focos_ams_ontem_hoje_ref.b3dc1f5e-cdef-39bf-999b-f2e5bf8f962e,-69.85457,-32.32135,2022-05-19T18:36:00,AQUA_M-T,Calingasta,San Juan,Argentina,POINT (-32.32135 -69.85457)
focos_ams_ontem_hoje_ref.00b6c0cc-5a16-3a21-b49a-053a8b4912a4,-62.86778,-25.0096,2022-05-19T18:36:00,AQUA_M-T,Almirante Brown,Chaco,Argentina,POINT (-25.0096 -62.86778)
focos_ams_ontem_hoje_ref.f4c49d11-80e0-3adb-aaca-bf881609f70e,-69.85638,-32.31235,2022-05-19T18:36:00,AQUA_M-T,Calingasta,San Juan,Argentina,POINT (-32.31235 -69.85638)
focos_ams_ontem_hoje_ref.02bd7935-7834-322f-a0b2-0e6529087372,-62.88841,-25.00557,2022-05-19T18:36:00,AQUA_M-T,Rivadavia,Salta,Argentina,POINT (-25.00557 -62.88841)
focos_ams_ontem_hoje_ref.452d1d2d-f770-3532-9dc2-18457b15cacd,-68.44134,-31.70136,2022-05-19T18:36:00,AQUA_M-T,Rawson,San Juan,Argentina,POINT (-31.70136 -68.44134)
focos_ams_ontem_hoje_ref.7f83b399-7c9b-327c-91cb-cdd19a7cb93f,-68.43063,-31.69974,2022-05-19T18:36:00,AQUA_M-T,Rawson,San Juan,Argentina,POINT (-31.69974 -68.43063)
focos_ams_ontem_hoje_ref.a23d6071-1bcd-3e7e-9f79-7a8609c170f6,-59.97552,-23.59641,2022-05-19T18:36:00,AQUA_M-T,Villa Hayes,Presidente Hayes,Paraguay,POINT (-23.59641 -59.97552)
focos_ams_ontem_hoje_ref.d7c8502b-8915-3e02-9c41-872a392dc05a,-65.58029,-27.23295,2022-05-19T18:36:00,AQUA_M-T,Monteros,Tucumán,Argentina,POINT (-27.23295 -65.58029)
focos_ams_ontem_hoje_ref.b3d17be8-4327-34ec-9467-c3b47fab010f,-65.5647,-27.23013,2022-05-19T18:36:00,AQUA_M-T,Monteros,Tucumán,Argentina,POINT (-27.23013 -65.5647)
focos_ams_ontem_hoje_ref.082e0f40-3f68-3e02-b0d8-279f0c4a9f87,-60.19468,-23.1246,2022-05-19T18:36:00,AQUA_M-T,Doctor Pedro P. Peña,Boquerón,Paraguay,POINT (-23.1246 -60.19468)
focos_ams_ontem_hoje_ref.af7fa69d-21ad-33a4-bfbe-9dae75567afc,-62.81918,-28.28059,2022-05-19T18:36:00,AQUA_M-T,Juan Felipe Ibarra,Santiago del Estero,Argentina,POINT (-28.28059 -62.81918)
focos_ams_ontem_hoje_ref.8c31e31e-6415-37f2-9df9-dddff2a7f53d,-63.4088,-26.92706,2022-05-19T18:36:00,AQUA_M-T,Figueroa,Santiago del Estero,Argentina,POINT (-26.92706 -63.4088)
focos_ams_ontem_hoje_ref.57f6ec17-1912-3973-bbfe-50aa46bc20a6,-63.0681,-26.87336,2022-05-19T18:36:00,AQUA_M-T,Moreno,Santiago del Estero,Argentina,POINT (-26.87336 -63.0681)
focos_ams_ontem_hoje_ref.bffae23c-932b-317e-8fdc-f5a8973183c2,-60.23356,-23.11773,2022-05-19T18:36:00,AQUA_M-T,Doctor Pedro P. Peña,Boquerón,Paraguay,POINT (-23.11773 -60.23356)
focos_ams_ontem_hoje_ref.be191af2-ad0d-3de6-a0ad-15c3fcb54d88,-63.0616,-26.86937,2022-05-19T18:36:00,AQUA_M-T,Moreno,Santiago del Estero,Argentina,POINT (-26.86937 -63.0616)
focos_ams_ontem_hoje_ref.a01de554-3033-31ff-ad13-d2413522972b,-60.24237,-23.11684,2022-05-19T18:36:00,AQUA_M-T,Doctor Pedro P. Peña,Boquerón,Paraguay,POINT (-23.11684 -60.24237)
focos_ams_ontem_hoje_ref.a815fb7f-1b84-3896-910e-ecacb573eed2,-63.86399,-25.94366,2022-05-19T18:36:00,AQUA_M-T,Pellegrini,Santiago del Estero,Argentina,POINT (-25.94366 -63.86399)
focos_ams_ontem_hoje_ref.1bf679c7-53f2-3329-82cf-1f60b2c1af0f,-60.23778,-23.13403,2022-05-19T18:36:00,AQUA_M-T,Doctor Pedro P. Peña,Boquerón,Paraguay,POINT (-23.13403 -60.23778)
focos_ams_ontem_hoje_ref.13da4ebe-1ff5-3e7b-9cf4-69f4d87827ee,-63.85664,-25.94298,2022-05-19T18:36:00,AQUA_M-T,Pellegrini,Santiago del Estero,Argentina,POINT (-25.94298 -63.85664)
focos_ams_ontem_hoje_ref.e285dd6e-800d-39f6-bc6a-8522964fb2fa,-63.84703,-36.81941,2022-05-19T18:34:00,AQUA_M-T,Atreucó,La Pampa,Argentina,POINT (-36.81941 -63.84703)
focos_ams_ontem_hoje_ref.3deb0198-2c05-365f-b31c-e9dc15a0cb38,-69.56796,-35.3482,2022-05-19T18:34:00,AQUA_M-T,Malargüe,Mendoza,Argentina,POINT (-35.3482 -69.56796)
focos_ams_ontem_hoje_ref.73d821d9-380d-3b68-a51d-28ef71dc3956,-60.79134,-38.9345,2022-05-19T18:34:00,AQUA_M-T,Coronel Dorrego,Buenos Aires,Argentina,POINT (-38.9345 -60.79134)
focos_ams_ontem_hoje_ref.39f82e89-0480-325f-b192-e84deac81180,-66.04054,-38.75653,2022-05-19T18:34:00,AQUA_M-T,Avellaneda,Río Negro,Argentina,POINT (-38.75653 -66.04054)
focos_ams_ontem_hoje_ref.53d0e867-dd33-366a-8503-f722091d4835,-66.02873,-38.75467,2022-05-19T18:34:00,AQUA_M-T,Avellaneda,Río Negro,Argentina,POINT (-38.75467 -66.02873)
focos_ams_ontem_hoje_ref.bc7157e6-1494-3fca-8c41-c46bf3f80ba3,-63.84418,-36.82949,2022-05-19T18:34:00,AQUA_M-T,Atreucó,La Pampa,Argentina,POINT (-36.82949 -63.84418)
focos_ams_ontem_hoje_ref.21ce3578-a1b7-39b4-89e0-ff9f042787f6,-59.53921,-33.60832,2022-05-19T18:34:00,AQUA_M-T,Gualeguay,Entre Ríos,Argentina,POINT (-33.60832 -59.53921)
focos_ams_ontem_hoje_ref.08cc74d7-1dbc-3501-be25-b24778f8954e,-68.92585,-32.30758,2022-05-19T18:34:00,AQUA_M-T,Sarmiento,San Juan,Argentina,POINT (-32.30758 -68.92585)
focos_ams_ontem_hoje_ref.cb883607-d671-3e5b-a0a8-c5f11476b2bf,-71.32762,-32.61756,2022-05-19T18:34:00,AQUA_M-T,Valparaíso,Valparaíso,Chile,POINT (-32.61756 -71.32762)
focos_ams_ontem_hoje_ref.d44d82bd-0ff3-3053-a18f-ee52c39e54f4,-71.3391,-32.61901,2022-05-19T18:34:00,AQUA_M-T,Valparaíso,Valparaíso,Chile,POINT (-32.61901 -71.3391)
focos_ams_ontem_hoje_ref.236e379c-bd6e-3c1e-bf1b-d89fd9f5bdd1,-65.92838,-33.33089,2022-05-19T18:34:00,AQUA_M-T,Coronel Pringles,San Luis,Argentina,POINT (-33.33089 -65.92838)
focos_ams_ontem_hoje_ref.4f906d29-1682-3858-a8bd-2c7d051283ec,-65.94096,-33.333,2022-05-19T18:34:00,AQUA_M-T,Coronel Pringles,San Luis,Argentina,POINT (-33.333 -65.94096)
focos_ams_ontem_hoje_ref.24e225e6-7b2a-3784-8418-7488737fc929,-65.92596,-33.34053,2022-05-19T18:34:00,AQUA_M-T,Coronel Pringles,San Luis,Argentina,POINT (-33.34053 -65.92596)
focos_ams_ontem_hoje_ref.2d5e1ac5-fbb4-3b7e-a660-a0e6e9da7521,-59.72802,-33.52642,2022-05-19T18:34:00,AQUA_M-T,Gualeguay,Entre Ríos,Argentina,POINT (-33.52642 -59.72802)
focos_ams_ontem_hoje_ref.30f46f3d-c89c-3d1e-8c8a-d61d8f6943e7,-65.40363,-33.72517,2022-05-19T18:34:00,AQUA_M-T,General Pedernera,San Luis,Argentina,POINT (-33.72517 -65.40363)
focos_ams_ontem_hoje_ref.67d24c6b-5abf-31d1-96bc-ad75078c1a89,-59.63324,-33.53483,2022-05-19T18:34:00,AQUA_M-T,Gualeguay,Entre Ríos,Argentina,POINT (-33.53483 -59.63324)
focos_ams_ontem_hoje_ref.6c2651bd-ad28-31f7-b61e-44f06f94c5bf,-59.54835,-33.5803,2022-05-19T18:34:00,AQUA_M-T,Gualeguay,Entre Ríos,Argentina,POINT (-33.5803 -59.54835)
focos_ams_ontem_hoje_ref.41138dd0-d5d6-3c85-b5c5-4fb191eaf63e,-59.6287,-33.54878,2022-05-19T18:34:00,AQUA_M-T,Gualeguay,Entre Ríos,Argentina,POINT (-33.54878 -59.6287)
focos_ams_ontem_hoje_ref.27c233a6-c510-3b25-a952-f81a444ad89b,-59.55705,-33.57776,2022-05-19T18:34:00,AQUA_M-T,Gualeguay,Entre Ríos,Argentina,POINT (-33.57776 -59.55705)
focos_ams_ontem_hoje_ref.443aa0dc-f3a9-335b-9a91-2b088503f2ba,-66.67389,-40.98251,2022-05-19T18:34:00,AQUA_M-T,Valcheta,Río Negro,Argentina,POINT (-40.98251 -66.67389)
focos_ams_ontem_hoje_ref.eccff138-a5b4-3974-b3e2-f4c22780a29d,-63.88499,10.33874,2022-05-19T17:09:00,AQUA_M-T,Montes,Sucre,Venezuela,POINT (10.33874 -63.88499)
focos_ams_ontem_hoje_ref.73c1ccc6-eea6-3a62-94ea-81e5d90c6b99,-63.88172,10.34834,2022-05-19T17:09:00,AQUA_M-T,Bolívar,Sucre,Venezuela,POINT (10.34834 -63.88172)
focos_ams_ontem_hoje_ref.1e4f3f78-be00-3cc3-aff1-eee8b747e853,-63.73844,9.60749,2022-05-19T17:09:00,AQUA_M-T,Ezequiel Zamora,Monagas,Venezuela,POINT (9.60749 -63.73844)
focos_ams_ontem_hoje_ref.7f6096ab-db15-3d41-a230-e6e2f491c277,-61.62519,5.74975,2022-05-19T17:07:00,AQUA_M-T,Gran Sabana,Bolívar,Venezuela,POINT (5.74975 -61.62519)
focos_ams_ontem_hoje_ref.4bd2179a-e47a-3790-a901-155431408653,-61.61787,5.75135,2022-05-19T17:07:00,AQUA_M-T,Gran Sabana,Bolívar,Venezuela,POINT (5.75135 -61.61787)
focos_ams_ontem_hoje_ref.84015cc5-c6ca-314f-be7f-fea029ee22aa,-50.24988,-8.76539,2022-05-19T17:05:00,AQUA_M-T,SANTA MARIA DAS BARREIRAS,PARÁ,Brasil,POINT (-8.76539 -50.24988)
focos_ams_ontem_hoje_ref.d22a5d52-9342-388d-b820-8afd78b60ced,-49.36379,-10.17396,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,POINT (-10.17396 -49.36379)
focos_ams_ontem_hoje_ref.029c31f9-00d3-32af-bd14-2c63c12437b8,-51.92748,-10.22436,2022-05-19T17:05:00,AQUA_M-T,CONFRESA,MATO GROSSO,Brasil,POINT (-10.22436 -51.92748)
focos_ams_ontem_hoje_ref.57d796f4-73b3-3a8b-b175-43482545030e,-49.80394,-10.09935,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,POINT (-10.09935 -49.80394)
focos_ams_ontem_hoje_ref.0a3b2cb2-ef43-3493-8590-b12cee20d107,-52.56438,-10.12848,2022-05-19T17:05:00,AQUA_M-T,SANTA CRUZ DO XINGU,MATO GROSSO,Brasil,POINT (-10.12848 -52.56438)
focos_ams_ontem_hoje_ref.4fdb260f-6c2e-30e7-9fe6-624a09cc2156,-51.65435,-10.10462,2022-05-19T17:05:00,AQUA_M-T,CONFRESA,MATO GROSSO,Brasil,POINT (-10.10462 -51.65435)
focos_ams_ontem_hoje_ref.004fdf59-90ae-3bc2-b950-2ccfd960a1df,-51.66423,-10.106,2022-05-19T17:05:00,AQUA_M-T,CONFRESA,MATO GROSSO,Brasil,POINT (-10.106 -51.66423)
focos_ams_ontem_hoje_ref.8a300394-f9dd-3443-ae25-e8dd1f4fbd64,-50.10013,-10.32585,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,POINT (-10.32585 -50.10013)
focos_ams_ontem_hoje_ref.d0babc81-167d-3c09-a7d8-09a2cb817c74,-54.19539,-10.26886,2022-05-19T17:05:00,AQUA_M-T,PEIXOTO DE AZEVEDO,MATO GROSSO,Brasil,POINT (-10.26886 -54.19539)
focos_ams_ontem_hoje_ref.f6cff7fb-0092-3279-84a4-49bd126e3f6b,-50.10921,-10.32714,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,POINT (-10.32714 -50.10921)
focos_ams_ontem_hoje_ref.a2027107-d963-3c2b-8eea-af77ebd42a45,-50.13645,-10.33103,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,POINT (-10.33103 -50.13645)
focos_ams_ontem_hoje_ref.30f41bc2-e6ee-35ad-a33e-4af2e7114637,-50.17923,-10.35548,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,POINT (-10.35548 -50.17923)
focos_ams_ontem_hoje_ref.036a5446-677a-32cf-ad4f-2fe0f217f5ec,-49.23856,-10.36733,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,POINT (-10.36733 -49.23856)
focos_ams_ontem_hoje_ref.0ba5131e-dce7-37ed-ab56-424ef21d0ecb,-49.24769,-10.36866,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,POINT (-10.36866 -49.24769)
focos_ams_ontem_hoje_ref.008947ba-7919-3df9-b3b6-bf98a9c55f8b,-50.18567,-10.37473,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,POINT (-10.37473 -50.18567)
focos_ams_ontem_hoje_ref.ee763c10-76d7-3422-8ef7-5f0d13f6d2c5,-50.14664,-10.4067,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,POINT (-10.4067 -50.14664)
focos_ams_ontem_hoje_ref.5bb65d00-d330-3359-a8f4-3152edcfb2b5,-50.13888,-10.39643,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,POINT (-10.39643 -50.13888)
focos_ams_ontem_hoje_ref.9c3714e3-e45e-32b5-af89-0e364e1ba990,-50.13755,-10.40541,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,POINT (-10.40541 -50.13755)
focos_ams_ontem_hoje_ref.666c55a1-51d1-386f-8f80-57049dd6dabe,-49.88461,-10.42417,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,POINT (-10.42417 -49.88461)
focos_ams_ontem_hoje_ref.8999fa46-f09f-3a98-b441-df6be6b11a2c,-49.87762,-10.43221,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,POINT (-10.43221 -49.87762)
focos_ams_ontem_hoje_ref.3730076f-22d0-3e15-adea-1d17c4bf0c01,-49.88668,-10.43351,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,POINT (-10.43351 -49.88668)
focos_ams_ontem_hoje_ref.a60f85a6-275b-3939-b990-e242c0d951b3,-50.06731,-10.4412,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,POINT (-10.4412 -50.06731)
focos_ams_ontem_hoje_ref.692dd1f4-6cac-3a67-b624-3a99f78ff458,-50.07506,-10.45147,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,POINT (-10.45147 -50.07506)
focos_ams_ontem_hoje_ref.a7b875f2-6d4a-3449-8a9f-561b5b7b783a,-50.06598,-10.45017,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,POINT (-10.45017 -50.06598)
focos_ams_ontem_hoje_ref.f70ac360-0d00-3551-9fa7-a45616b341f6,-50.05898,-10.45812,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,POINT (-10.45812 -50.05898)
focos_ams_ontem_hoje_ref.e71a20c7-7537-36f2-b50e-f87826c3a87e,-50.29354,-10.48269,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,POINT (-10.48269 -50.29354)
focos_ams_ontem_hoje_ref.f65fac78-3307-341e-a2c4-bc2e440cbbd2,-50.29568,-10.49174,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,POINT (-10.49174 -50.29568)
focos_ams_ontem_hoje_ref.d21f2305-644b-3a1d-882c-db99eafe7828,-50.30481,-10.49303,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,POINT (-10.49303 -50.30481)
focos_ams_ontem_hoje_ref.fbf4f259-8a8f-3a3e-a50c-7b4b1a3f5565,-49.72974,-10.49334,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,POINT (-10.49334 -49.72974)
