FID,longitude,latitude,data_hora_gmt,satelite,municipio,estado,pais,geom
focos_ams_ontem_hoje_ref.024fbe38-22e6-3577-86b4-6e43dd93d10b,-43.8425,-13.43133,2022-05-19T17:02:00,AQUA_M-T,SERRA DO RAMALHO,BAHIA,Brasil,POINT (-13.43133 -43.8425)
focos_ams_ontem_hoje_ref.b291ce14-1058-341b-8f56-7abf4c22b57a,-46.28117,-11.21044,2022-05-19T17:02:00,AQUA_M-T,FORMOSA DO RIO PRETO,BAHIA,Brasil,POINT (-11.21044 -46.28117)
focos_ams_ontem_hoje_ref.8c19f2ea-9342-38b6-a3b8-a458c6344243,-45.80788,-11.63985,2022-05-19T17:02:00,AQUA_M-T,RIACHÃO DAS NEVES,BAHIA,Brasil,POINT (-11.63985 -45.80788)
focos_ams_ontem_hoje_ref.ad559246-97a3-38f0-8f4d-7fb8fee8cce6,-44.85575,-11.66311,2022-05-19T17:02:00,AQUA_M-T,RIACHÃO DAS NEVES,BAHIA,Brasil,POINT (-11.66311 -44.85575)
focos_ams_ontem_hoje_ref.f8cf675a-ab14-36e5-8e1b-72be94c3bc4d,-49.278,-18.44622,2022-05-19T17:02:00,AQUA_M-T,ITUMBIARA,GOIÁS,Brasil,POINT (-18.44622 -49.278)
focos_ams_ontem_hoje_ref.94583d78-b2d3-3a3f-b967-fb378b3c4df8,-44.84129,-11.6608,2022-05-19T17:02:00,AQUA_M-T,RIACHÃO DAS NEVES,BAHIA,Brasil,POINT (-11.6608 -44.84129)
focos_ams_ontem_hoje_ref.8ad17b6c-6857-367b-8ee3-de2b6a534969,-45.75089,-11.87454,2022-05-19T17:02:00,AQUA_M-T,LUÍS EDUARDO MAGALHÃES,BAHIA,Brasil,POINT (-11.87454 -45.75089)
focos_ams_ontem_hoje_ref.b0ebde69-3ad7-3e64-b008-dc83d9d7b39b,-45.76336,-11.87651,2022-05-19T17:02:00,AQUA_M-T,LUÍS EDUARDO MAGALHÃES,BAHIA,Brasil,POINT (-11.87651 -45.76336)
focos_ams_ontem_hoje_ref.a5e7815d-f2ba-37f6-bddd-4b131aa365a9,-45.74923,-11.88491,2022-05-19T17:02:00,AQUA_M-T,LUÍS EDUARDO MAGALHÃES,BAHIA,Brasil,POINT (-11.88491 -45.74923)
focos_ams_ontem_hoje_ref.a8cc27e6-a6be-3c1d-91e1-509b12f4b07c,-49.28778,-18.44755,2022-05-19T17:02:00,AQUA_M-T,ITUMBIARA,GOIÁS,Brasil,POINT (-18.44755 -49.28778)
focos_ams_ontem_hoje_ref.0b550c45-835f-3557-bf2e-59aa93ff011a,-45.76171,-11.88687,2022-05-19T17:02:00,AQUA_M-T,LUÍS EDUARDO MAGALHÃES,BAHIA,Brasil,POINT (-11.88687 -45.76171)
focos_ams_ontem_hoje_ref.9465d7f0-f550-30ef-a1fa-42e4b0952047,-45.04212,-12.0017,2022-05-19T17:02:00,AQUA_M-T,BARREIRAS,BAHIA,Brasil,POINT (-12.0017 -45.04212)
focos_ams_ontem_hoje_ref.996d9d0d-9b29-3917-b0dc-2bc48e722e8e,-49.86049,-10.88022,2022-05-19T17:02:00,AQUA_M-T,LAGOA DA CONFUSÃO,TOCANTINS,Brasil,POINT (-10.88022 -49.86049)
focos_ams_ontem_hoje_ref.c054182f-c6f5-3c94-8267-0ee0cd5c1bbb,-49.72849,-12.20515,2022-05-19T17:02:00,AQUA_M-T,SANDOLÂNDIA,TOCANTINS,Brasil,POINT (-12.20515 -49.72849)
focos_ams_ontem_hoje_ref.78a0908a-95ff-3d3e-8f90-39b896daf04d,-48.83039,-12.42553,2022-05-19T17:02:00,AQUA_M-T,TALISMÃ,TOCANTINS,Brasil,POINT (-12.42553 -48.83039)
focos_ams_ontem_hoje_ref.0dcd3435-d5a3-3404-9d17-ed6a074007da,-48.83957,-12.42686,2022-05-19T17:02:00,AQUA_M-T,TALISMÃ,TOCANTINS,Brasil,POINT (-12.42686 -48.83957)
focos_ams_ontem_hoje_ref.2d4c5012-72ce-35e9-894a-645919af2198,-47.93798,-12.57879,2022-05-19T17:02:00,AQUA_M-T,PARANÃ,TOCANTINS,Brasil,POINT (-12.57879 -47.93798)
focos_ams_ontem_hoje_ref.254f0e5f-1962-35d0-8224-53e2321b988c,-47.94756,-12.58022,2022-05-19T17:02:00,AQUA_M-T,PARANÃ,TOCANTINS,Brasil,POINT (-12.58022 -47.94756)
focos_ams_ontem_hoje_ref.0725a8a7-06bc-3ba9-a48e-28b3af8dc647,-54.39954,-12.58247,2022-05-19T17:02:00,AQUA_M-T,NOVA UBIRATÃ,MATO GROSSO,Brasil,POINT (-12.58247 -54.39954)
focos_ams_ontem_hoje_ref.1ea515d2-1675-315b-91b8-2f91fe5d5ad2,-54.39021,-12.60261,2022-05-19T17:02:00,AQUA_M-T,NOVA UBIRATÃ,MATO GROSSO,Brasil,POINT (-12.60261 -54.39021)
focos_ams_ontem_hoje_ref.8772e411-71e1-3e3d-b667-37e8f11ab840,-54.40596,-12.60455,2022-05-19T17:02:00,AQUA_M-T,NOVA UBIRATÃ,MATO GROSSO,Brasil,POINT (-12.60455 -54.40596)
focos_ams_ontem_hoje_ref.5542c7a1-b79f-3ec9-94b5-b2f88e062427,-54.40459,-12.61615,2022-05-19T17:02:00,AQUA_M-T,NOVA UBIRATÃ,MATO GROSSO,Brasil,POINT (-12.61615 -54.40459)
focos_ams_ontem_hoje_ref.e9db8e7b-e8d0-3aaa-b3ad-458d241bc32b,-54.39659,-12.60562,2022-05-19T17:02:00,AQUA_M-T,NOVA UBIRATÃ,MATO GROSSO,Brasil,POINT (-12.60562 -54.39659)
focos_ams_ontem_hoje_ref.c855186a-7a56-341f-855e-1d3d3a8927d5,-54.41235,-12.60768,2022-05-19T17:02:00,AQUA_M-T,NOVA UBIRATÃ,MATO GROSSO,Brasil,POINT (-12.60768 -54.41235)
focos_ams_ontem_hoje_ref.6057e434-15e7-3be0-8e57-7ee1b209d211,-54.42034,-12.61811,2022-05-19T17:02:00,AQUA_M-T,NOVA UBIRATÃ,MATO GROSSO,Brasil,POINT (-12.61811 -54.42034)
focos_ams_ontem_hoje_ref.5c87a47b-81cf-36e5-9c04-378c3670efbe,-47.69395,-12.6445,2022-05-19T17:02:00,AQUA_M-T,PARANÃ,TOCANTINS,Brasil,POINT (-12.6445 -47.69395)
focos_ams_ontem_hoje_ref.c5f3919b-fb30-3043-baca-f2ab242d6933,-56.82161,-12.80864,2022-05-19T17:02:00,AQUA_M-T,NOVA MARINGÁ,MATO GROSSO,Brasil,POINT (-12.80864 -56.82161)
focos_ams_ontem_hoje_ref.b375fb3e-969d-35a7-bdc4-1a11f291af0d,-53.30177,-13.14979,2022-05-19T17:02:00,AQUA_M-T,GAÚCHA DO NORTE,MATO GROSSO,Brasil,POINT (-13.14979 -53.30177)
focos_ams_ontem_hoje_ref.a910bd25-4468-3929-81ac-347e22e53e56,-53.3637,-14.23316,2022-05-19T17:02:00,AQUA_M-T,CAMPINÁPOLIS,MATO GROSSO,Brasil,POINT (-14.23316 -53.3637)
focos_ams_ontem_hoje_ref.0cc8d44e-c875-333c-97d8-fe9d61d8e3b2,-52.47451,-13.32728,2022-05-19T17:02:00,AQUA_M-T,CANARANA,MATO GROSSO,Brasil,POINT (-13.32728 -52.47451)
focos_ams_ontem_hoje_ref.3f232eed-d386-3467-a812-1b758917d599,-53.75632,-15.70733,2022-05-19T17:02:00,AQUA_M-T,GENERAL CARNEIRO,MATO GROSSO,Brasil,POINT (-15.70733 -53.75632)
focos_ams_ontem_hoje_ref.c65456fa-3320-3743-b4f9-587587800c4f,-53.74503,-15.70919,2022-05-19T17:02:00,AQUA_M-T,GENERAL CARNEIRO,MATO GROSSO,Brasil,POINT (-15.70919 -53.74503)
focos_ams_ontem_hoje_ref.e88fb351-dbdf-3679-b26b-8f2a6eb1b64a,-45.30343,-12.06968,2022-05-19T17:02:00,AQUA_M-T,BARREIRAS,BAHIA,Brasil,POINT (-12.06968 -45.30343)
focos_ams_ontem_hoje_ref.a6dd2347-f30f-3ea1-a507-fb1102d8d540,-49.6908,-10.83756,2022-05-19T17:02:00,AQUA_M-T,LAGOA DA CONFUSÃO,TOCANTINS,Brasil,POINT (-10.83756 -49.6908)
focos_ams_ontem_hoje_ref.033cdf86-5276-38af-a682-b50c42619fc4,-45.88108,-12.2321,2022-05-19T17:02:00,AQUA_M-T,LUÍS EDUARDO MAGALHÃES,BAHIA,Brasil,POINT (-12.2321 -45.88108)
focos_ams_ontem_hoje_ref.9bd7cb30-708d-3286-8232-404c41e48e71,-49.74655,-10.83641,2022-05-19T17:02:00,AQUA_M-T,LAGOA DA CONFUSÃO,TOCANTINS,Brasil,POINT (-10.83641 -49.74655)
focos_ams_ontem_hoje_ref.5af273fd-283b-3436-8eae-f2c95d3ebee4,-49.75057,-10.80953,2022-05-19T17:02:00,AQUA_M-T,LAGOA DA CONFUSÃO,TOCANTINS,Brasil,POINT (-10.80953 -49.75057)
focos_ams_ontem_hoje_ref.78f086a6-84e1-3ad0-ba59-409492a85cbf,-49.7415,-10.80823,2022-05-19T17:02:00,AQUA_M-T,LAGOA DA CONFUSÃO,TOCANTINS,Brasil,POINT (-10.80823 -49.7415)
focos_ams_ontem_hoje_ref.342a99e1-38b8-35f3-bcb4-23d3a14ad6d6,-44.47549,-12.42976,2022-05-19T17:02:00,AQUA_M-T,BAIANÓPOLIS,BAHIA,Brasil,POINT (-12.42976 -44.47549)
focos_ams_ontem_hoje_ref.9789f6f8-6688-39c6-9d3b-9aeb1d67a19a,-49.92748,-10.78009,2022-05-19T17:02:00,AQUA_M-T,LAGOA DA CONFUSÃO,TOCANTINS,Brasil,POINT (-10.78009 -49.92748)
focos_ams_ontem_hoje_ref.e2647e94-bece-3600-b73c-3b7c0b7f6103,-44.48485,-13.08805,2022-05-19T17:02:00,AQUA_M-T,SANTA MARIA DA VITÓRIA,BAHIA,Brasil,POINT (-13.08805 -44.48485)
focos_ams_ontem_hoje_ref.fbf0d8ba-b02e-3011-a937-0c660ec36e28,-49.9184,-10.77879,2022-05-19T17:02:00,AQUA_M-T,LAGOA DA CONFUSÃO,TOCANTINS,Brasil,POINT (-10.77879 -49.9184)
focos_ams_ontem_hoje_ref.dc0cbf3b-6d71-33c2-8982-b36e49bc121e,-49.79403,-10.74265,2022-05-19T17:02:00,AQUA_M-T,LAGOA DA CONFUSÃO,TOCANTINS,Brasil,POINT (-10.74265 -49.79403)
focos_ams_ontem_hoje_ref.b5d3c4b6-3898-3e3f-b884-9b5a1c824548,-48.01541,-10.72965,2022-05-19T17:02:00,AQUA_M-T,MONTE DO CARMO,TOCANTINS,Brasil,POINT (-10.72965 -48.01541)
focos_ams_ontem_hoje_ref.46fa10c6-8fb1-336d-b71d-24af1dca6f87,-45.37012,-13.09311,2022-05-19T17:02:00,AQUA_M-T,SÃO DESIDÉRIO,BAHIA,Brasil,POINT (-13.09311 -45.37012)
focos_ams_ontem_hoje_ref.5f8a2b6a-ba05-37ec-a9f8-8cc18e5b2138,-49.78496,-10.74135,2022-05-19T17:02:00,AQUA_M-T,LAGOA DA CONFUSÃO,TOCANTINS,Brasil,POINT (-10.74135 -49.78496)
focos_ams_ontem_hoje_ref.c0b31c9e-cbcf-3003-9cf8-c144cf405004,-45.36838,-13.10355,2022-05-19T17:02:00,AQUA_M-T,SÃO DESIDÉRIO,BAHIA,Brasil,POINT (-13.10355 -45.36838)
focos_ams_ontem_hoje_ref.f2d1c503-51ca-32eb-aa5d-fa2e61aa09a8,-47.80796,-10.69838,2022-05-19T17:02:00,AQUA_M-T,MONTE DO CARMO,TOCANTINS,Brasil,POINT (-10.69838 -47.80796)
focos_ams_ontem_hoje_ref.41f2d39d-3c6b-3d6b-bd53-256ba6c49418,-47.22592,-10.56774,2022-05-19T17:02:00,AQUA_M-T,PONTE ALTA DO TOCANTINS,TOCANTINS,Brasil,POINT (-10.56774 -47.22592)
focos_ams_ontem_hoje_ref.765dd169-09d0-3712-9abf-9ba1ee40e8fa,-47.21537,-10.56615,2022-05-19T17:02:00,AQUA_M-T,PONTE ALTA DO TOCANTINS,TOCANTINS,Brasil,POINT (-10.56615 -47.21537)
focos_ams_ontem_hoje_ref.4b236565-928f-31aa-8e90-16fac1a424cd,-45.2259,-13.20612,2022-05-19T17:02:00,AQUA_M-T,CORRENTINA,BAHIA,Brasil,POINT (-13.20612 -45.2259)
focos_ams_ontem_hoje_ref.a10646a6-7e84-315d-be86-398f00825199,-47.21683,-10.55649,2022-05-19T17:02:00,AQUA_M-T,PONTE ALTA DO TOCANTINS,TOCANTINS,Brasil,POINT (-10.55649 -47.21683)
focos_ams_ontem_hoje_ref.45e6f365-17be-3444-8f21-8492467526e3,-47.20626,-10.55489,2022-05-19T17:02:00,AQUA_M-T,PONTE ALTA DO TOCANTINS,TOCANTINS,Brasil,POINT (-10.55489 -47.20626)
focos_ams_ontem_hoje_ref.979a77c1-373d-3c6b-989a-3ec06e942ae0,-51.51765,-15.07493,2022-05-19T17:02:00,AQUA_M-T,JUSSARA,GOIÁS,Brasil,POINT (-15.07493 -51.51765)
focos_ams_ontem_hoje_ref.ca9c48d5-0a39-3ee0-9d45-baf95673942c,-47.20465,-10.56453,2022-05-19T17:02:00,AQUA_M-T,PONTE ALTA DO TOCANTINS,TOCANTINS,Brasil,POINT (-10.56453 -47.20465)
focos_ams_ontem_hoje_ref.22a5d6f4-1031-3740-8c0c-63d4378766dd,-49.3855,-10.5453,2022-05-19T17:02:00,AQUA_M-T,CRISTALÂNDIA,TOCANTINS,Brasil,POINT (-10.5453 -49.3855)
focos_ams_ontem_hoje_ref.72e34703-0b8c-33bb-89f5-fc6d78dc55e6,-51.51624,-15.08473,2022-05-19T17:02:00,AQUA_M-T,JUSSARA,GOIÁS,Brasil,POINT (-15.08473 -51.51624)
focos_ams_ontem_hoje_ref.cf212e87-000b-3153-ab1d-c107386ce0fa,-47.36239,-10.42682,2022-05-19T17:02:00,AQUA_M-T,LAGOA DO TOCANTINS,TOCANTINS,Brasil,POINT (-10.42682 -47.36239)
focos_ams_ontem_hoje_ref.eded2812-bbe5-3443-a71b-b6f814c6b268,-48.57839,-12.10257,2022-05-19T17:02:00,AQUA_M-T,PEIXE,TOCANTINS,Brasil,POINT (-12.10257 -48.57839)
focos_ams_ontem_hoje_ref.348daedb-b84d-3084-ab69-6836bcc4938c,-47.38764,-12.08923,2022-05-19T17:02:00,AQUA_M-T,CONCEIÇÃO DO TOCANTINS,TOCANTINS,Brasil,POINT (-12.08923 -47.38764)
focos_ams_ontem_hoje_ref.a5600f34-c6da-3c29-9b0d-be56059f8cf7,-54.47789,-12.08912,2022-05-19T17:02:00,AQUA_M-T,FELIZ NATAL,MATO GROSSO,Brasil,POINT (-12.08912 -54.47789)
focos_ams_ontem_hoje_ref.d8a6424f-a8fa-3001-a99e-48d0b4b1ae89,-47.3977,-12.09077,2022-05-19T17:02:00,AQUA_M-T,CONCEIÇÃO DO TOCANTINS,TOCANTINS,Brasil,POINT (-12.09077 -47.3977)
focos_ams_ontem_hoje_ref.af7ed50a-99df-31b7-96a5-7b2e5b825ffd,-47.39399,-12.08535,2022-05-19T17:02:00,AQUA_M-T,CONCEIÇÃO DO TOCANTINS,TOCANTINS,Brasil,POINT (-12.08535 -47.39399)
focos_ams_ontem_hoje_ref.8a42ae8b-7343-347c-9c07-6a901bf7d712,-54.47943,-12.07757,2022-05-19T17:02:00,AQUA_M-T,FELIZ NATAL,MATO GROSSO,Brasil,POINT (-12.07757 -54.47943)
focos_ams_ontem_hoje_ref.566c0922-de2d-35dd-b3ec-58de9043ea71,-54.02168,-12.06535,2022-05-19T17:02:00,AQUA_M-T,FELIZ NATAL,MATO GROSSO,Brasil,POINT (-12.06535 -54.02168)
focos_ams_ontem_hoje_ref.a8c68be0-97c6-3cd8-bc43-3f8af76f3498,-49.70104,-11.97147,2022-05-19T17:02:00,AQUA_M-T,FORMOSO DO ARAGUAIA,TOCANTINS,Brasil,POINT (-11.97147 -49.70104)
focos_ams_ontem_hoje_ref.739d84d9-5856-3ece-a93f-3ae27fbd5859,-49.69191,-11.97017,2022-05-19T17:02:00,AQUA_M-T,FORMOSO DO ARAGUAIA,TOCANTINS,Brasil,POINT (-11.97017 -49.69191)
focos_ams_ontem_hoje_ref.8a187c5b-4814-3d46-b776-4a30d814fe87,-48.25206,-11.96287,2022-05-19T17:02:00,AQUA_M-T,SÃO VALÉRIO,TOCANTINS,Brasil,POINT (-11.96287 -48.25206)
focos_ams_ontem_hoje_ref.2def4361-d5ab-3914-a09b-a0c9311c6107,-50.69236,-11.94533,2022-05-19T17:02:00,AQUA_M-T,NOVO SANTO ANTÔNIO,MATO GROSSO,Brasil,POINT (-11.94533 -50.69236)
focos_ams_ontem_hoje_ref.4a660eab-1dfa-35ea-9a5e-745c21925d3b,-50.70186,-11.94665,2022-05-19T17:02:00,AQUA_M-T,NOVO SANTO ANTÔNIO,MATO GROSSO,Brasil,POINT (-11.94665 -50.70186)
focos_ams_ontem_hoje_ref.79606f62-351f-3e27-b5bc-ab218f2f7594,-41.99178,-18.87422,2022-05-19T17:00:00,AQUA_M-T,GOVERNADOR VALADARES,MINAS GERAIS,Brasil,POINT (-18.87422 -41.99178)
focos_ams_ontem_hoje_ref.fd7ecca6-42f0-350b-a62c-a4b3d50631fd,-46.75885,-20.30347,2022-05-19T17:00:00,AQUA_M-T,DELFINÓPOLIS,MINAS GERAIS,Brasil,POINT (-20.30347 -46.75885)
focos_ams_ontem_hoje_ref.ee8f6d0d-61ac-329e-bfff-daa1f0ea2533,-40.95135,-21.01858,2022-05-19T17:00:00,AQUA_M-T,ITAPEMIRIM,ESPÍRITO SANTO,Brasil,POINT (-21.01858 -40.95135)
focos_ams_ontem_hoje_ref.6cabc6f8-ecaf-3caa-8146-dbc4e2ef1e71,-45.42648,-20.81278,2022-05-19T17:00:00,AQUA_M-T,CRISTAIS,MINAS GERAIS,Brasil,POINT (-20.81278 -45.42648)
focos_ams_ontem_hoje_ref.56c28e0e-7201-3348-8d9d-b5f72044da10,-44.5976,-21.46271,2022-05-19T17:00:00,AQUA_M-T,CARRANCAS,MINAS GERAIS,Brasil,POINT (-21.46271 -44.5976)
focos_ams_ontem_hoje_ref.230463b3-0aa6-3721-a677-fbe0c928c21b,-46.60195,-18.8719,2022-05-19T17:00:00,AQUA_M-T,PATOS DE MINAS,MINAS GERAIS,Brasil,POINT (-18.8719 -46.60195)
focos_ams_ontem_hoje_ref.6f14601f-8565-37e8-8c05-b39600993d17,-48.7856,-22.20895,2022-05-19T17:00:00,AQUA_M-T,BORACÉIA,SÃO PAULO,Brasil,POINT (-22.20895 -48.7856)
focos_ams_ontem_hoje_ref.1299fc90-c3b9-3c1b-aa80-3dd905a40dca,-48.7945,-22.21963,2022-05-19T17:00:00,AQUA_M-T,BORACÉIA,SÃO PAULO,Brasil,POINT (-22.21963 -48.7945)
focos_ams_ontem_hoje_ref.6dab7f0a-c570-39cb-aeec-5bb8b30ba1c8,-44.36044,-18.48267,2022-05-19T17:00:00,AQUA_M-T,CURVELO,MINAS GERAIS,Brasil,POINT (-18.48267 -44.36044)
focos_ams_ontem_hoje_ref.9b93417f-5cbd-3a97-896c-db08382e7fac,-58.42712,-21.74291,2022-05-19T17:00:00,AQUA_M-T,La Victoria,Alto Paraguay,Paraguay,POINT (-21.74291 -58.42712)
focos_ams_ontem_hoje_ref.82eff102-0f24-382d-bdcf-955f1baa11c0,-45.4202,-20.81673,2022-05-19T17:00:00,AQUA_M-T,CRISTAIS,MINAS GERAIS,Brasil,POINT (-20.81673 -45.4202)
focos_ams_ontem_hoje_ref.09b263c6-0f63-3c07-a3f4-832e7afa4853,-58.43492,-21.74331,2022-05-19T17:00:00,AQUA_M-T,La Victoria,Alto Paraguay,Paraguay,POINT (-21.74331 -58.43492)
focos_ams_ontem_hoje_ref.a00b4824-a3ea-3d24-b6a1-3e767fa19ed3,-46.34424,-19.33872,2022-05-19T17:00:00,AQUA_M-T,RIO PARANAÍBA,MINAS GERAIS,Brasil,POINT (-19.33872 -46.34424)
focos_ams_ontem_hoje_ref.f72c9456-4a84-3f09-9fad-55ff12c40ce9,-46.79699,-19.60967,2022-05-19T17:00:00,AQUA_M-T,ARAXÁ,MINAS GERAIS,Brasil,POINT (-19.60967 -46.79699)
focos_ams_ontem_hoje_ref.9aad9e65-ab8d-3e00-943a-75eb86a2e6fa,-40.2374,-17.93141,2022-05-19T17:00:00,AQUA_M-T,MUCURI,BAHIA,Brasil,POINT (-17.93141 -40.2374)
focos_ams_ontem_hoje_ref.f50d530d-1bc4-3401-952e-e3473d35b226,-45.96779,-20.03737,2022-05-19T17:00:00,AQUA_M-T,BAMBUÍ,MINAS GERAIS,Brasil,POINT (-20.03737 -45.96779)
focos_ams_ontem_hoje_ref.5c21464e-62c5-3ec8-88c2-7ef0aa669e6b,-46.80662,-19.61111,2022-05-19T17:00:00,AQUA_M-T,ARAXÁ,MINAS GERAIS,Brasil,POINT (-19.61111 -46.80662)
focos_ams_ontem_hoje_ref.b78b37d5-48af-35fb-8ab8-4abcf943cd2c,-49.55843,-18.8168,2022-05-19T17:00:00,AQUA_M-T,ITUIUTABA,MINAS GERAIS,Brasil,POINT (-18.8168 -49.55843)
focos_ams_ontem_hoje_ref.1b985796-eeb4-39cf-ae7d-4014ff50797d,-50.05977,-23.61677,2022-05-19T16:58:00,AQUA_M-T,TOMAZINA,PARANÁ,Brasil,POINT (-23.61677 -50.05977)
focos_ams_ontem_hoje_ref.732e61e6-6846-35d3-ae67-66572a822937,-49.59086,-24.01528,2022-05-19T16:58:00,AQUA_M-T,SENGÉS,PARANÁ,Brasil,POINT (-24.01528 -49.59086)
focos_ams_ontem_hoje_ref.e45002bb-2814-3121-8600-09e09cebc66a,-49.77675,-25.17626,2022-05-19T16:58:00,AQUA_M-T,PONTA GROSSA,PARANÁ,Brasil,POINT (-25.17626 -49.77675)
focos_ams_ontem_hoje_ref.a3191dd2-e38e-3bf8-b715-de8158ee0d49,-51.12465,-25.7826,2022-05-19T16:58:00,AQUA_M-T,CRUZ MACHADO,PARANÁ,Brasil,POINT (-25.7826 -51.12465)
focos_ams_ontem_hoje_ref.e7d1f0ef-10d7-3ef8-8194-7042ddffb0de,-48.45559,-23.93271,2022-05-19T16:58:00,AQUA_M-T,CAPÃO BONITO,SÃO PAULO,Brasil,POINT (-23.93271 -48.45559)
focos_ams_ontem_hoje_ref.5c702fab-60a7-3009-bc7b-dee285ff35cc,-50.60889,-23.866,2022-05-19T16:58:00,AQUA_M-T,SAPOPEMA,PARANÁ,Brasil,POINT (-23.866 -50.60889)
focos_ams_ontem_hoje_ref.99705378-2609-3af6-bb72-e7633f5bb25c,-51.14016,-25.78436,2022-05-19T16:58:00,AQUA_M-T,CRUZ MACHADO,PARANÁ,Brasil,POINT (-25.78436 -51.14016)
focos_ams_ontem_hoje_ref.a765c7cf-74e1-3446-9f6a-773f326f37b3,-49.63673,-23.04473,2022-05-19T16:58:00,AQUA_M-T,IPAUSSU,SÃO PAULO,Brasil,POINT (-23.04473 -49.63673)
focos_ams_ontem_hoje_ref.945551a2-08c7-38bf-b58b-bbfe3ff83311,-50.69114,-25.80152,2022-05-19T16:58:00,AQUA_M-T,RIO AZUL,PARANÁ,Brasil,POINT (-25.80152 -50.69114)
focos_ams_ontem_hoje_ref.510762b8-1289-3ef0-94a2-d9cac7df96cb,-49.76418,-25.1747,2022-05-19T16:58:00,AQUA_M-T,PONTA GROSSA,PARANÁ,Brasil,POINT (-25.1747 -49.76418)
focos_ams_ontem_hoje_ref.a7c201e9-542b-3220-957b-eaf045de827b,-49.34404,-26.14888,2022-05-19T16:58:00,AQUA_M-T,CAMPO ALEGRE,SANTA CATARINA,Brasil,POINT (-26.14888 -49.34404)
